ISO3,CTSCode,Year,Measurements
GNB,ECCS,2009,0.791
GUY,ECCS,2009,1.451
HTI,ECCS,2009,0.753
VAT,ECCS,2009,1.012
HND,ECCS,2009,0.788
HUN,ECCS,2009,1.616
ISL,ECCS,2009,0.927
IND,ECCS,2009,1.143
IDN,ECCS,2009,0.532
IRN,ECCS,2009,1.147
IRQ,ECCS,2009,0.873
IRL,ECCS,2009,0.788
IMN,ECCS,2009,0.846
ISR,ECCS,2009,0.833
ITA,ECCS,2009,1.255
JAM,ECCS,2009,0.794
JPN,ECCS,2009,0.789
JOR,ECCS,2009,0.558
KAZ,ECCS,2009,1.17
KEN,ECCS,2009,1.405
KIR,ECCS,2009,0.778
PRK,ECCS,2009,1.057
KOR,ECCS,2009,0.983
KWT,ECCS,2009,1.233
KGZ,ECCS,2009,0.958
LAO,ECCS,2009,0.533
LVA,ECCS,2009,1.508
LBN,ECCS,2009,0.826
LSO,ECCS,2009,0.783
LBR,ECCS,2009,1.34
LBY,ECCS,2009,0.668
LIE,ECCS,2009,1.423
LTU,ECCS,2009,1.393
LUX,ECCS,2009,1.195
MDG,ECCS,2009,0.667
MWI,ECCS,2009,0.757
MYS,ECCS,2009,0.673
MDV,ECCS,2009,0.635
MLI,ECCS,2009,0.961
MLT,ECCS,2009,1.131
MHL,ECCS,2009,0.323
MTQ,ECCS,2009,0.609
MRT,ECCS,2009,0.764
MUS,ECCS,2009,0.425
MYT,ECCS,2009,0.601
MEX,ECCS,2009,1.043
FSM,ECCS,2009,0.412
MDA,ECCS,2009,1.771
MCO,ECCS,2009,1.519
MNG,ECCS,2009,1.407
MNE,ECCS,2009,1.241
MSR,ECCS,2009,0.61
MAR,ECCS,2009,1.234
MOZ,ECCS,2009,0.577
MMR,ECCS,2009,0.882
NPL,ECCS,2009,1.111
NLD,ECCS,2009,1.229
NCL,ECCS,2009,0.567
NZL,ECCS,2009,0.018
NIC,ECCS,2009,0.768
NER,ECCS,2009,1.505
NGA,ECCS,2009,1.388
NFK,ECCS,2009,0.597
MKD,ECCS,2009,1.017
NOR,ECCS,2009,1.4
OMN,ECCS,2009,1.145
PAK,ECCS,2009,0.96
PLW,ECCS,2009,0.545
PAN,ECCS,2009,0.79
PNG,ECCS,2009,0.28
PRY,ECCS,2009,1.011
PER,ECCS,2009,0.883
PHL,ECCS,2009,0.677
PCN,ECCS,2009,-0.334
POL,ECCS,2009,1.278
PRT,ECCS,2009,1.263
PRI,ECCS,2009,0.649
QAT,ECCS,2009,1.177
ROU,ECCS,2009,1.599
RUS,ECCS,2009,1.175
SPM,ECCS,2009,0.73
WSM,ECCS,2009,0.801
SMR,ECCS,2009,1.361
STP,ECCS,2009,0.923
SAU,ECCS,2009,1.002
SEN,ECCS,2009,0.73
SRB,ECCS,2009,1.371
SYC,ECCS,2009,0.647
SLE,ECCS,2009,0.899
SGP,ECCS,2009,0.581
SVK,ECCS,2009,1.492
SVN,ECCS,2009,1.658
SLB,ECCS,2009,0.181
SOM,ECCS,2009,1.559
ZAF,ECCS,2009,0.76
ESP,ECCS,2009,1.287
LKA,ECCS,2009,0.639
KNA,ECCS,2009,0.61
LCA,ECCS,2009,0.609
VCT,ECCS,2009,0.61
SUR,ECCS,2009,2.054
SJM,ECCS,2009,1.904
SWE,ECCS,2009,1.431
CHE,ECCS,2009,1.408
SYR,ECCS,2009,0.619
TWN,ECCS,2009,0.784
TJK,ECCS,2009,0.776
TZA,ECCS,2009,0.959
THA,ECCS,2009,0.373
TLS,ECCS,2009,0.473
TGO,ECCS,2009,0.965
TON,ECCS,2009,0.519
TTO,ECCS,2009,0.706
TUN,ECCS,2009,0.961
TKM,ECCS,2009,1.137
TUV,ECCS,2009,0.68
UGA,ECCS,2009,1.287
UKR,ECCS,2009,1.601
ARE,ECCS,2009,0.9
GBR,ECCS,2009,0.937
USA,ECCS,2009,0.401
VIR,ECCS,2009,0.667
URY,ECCS,2009,0.543
UZB,ECCS,2009,1.065
VUT,ECCS,2009,0.318
VEN,ECCS,2009,0.907
VNM,ECCS,2009,0.739
WLF,ECCS,2009,0.524
PSE,ECCS,2009,0.836
ESH,ECCS,2009,1.032
ZMB,ECCS,2009,0.396
ZWE,ECCS,2009,-0.019
AFG,ECCS,2010,1.666
ALB,ECCS,2010,1.241
DZA,ECCS,2010,2.272
ASM,ECCS,2010,1.007
AND,ECCS,2010,0.445
AGO,ECCS,2010,1.143
AIA,ECCS,2010,1.295
ATG,ECCS,2010,1.377
ARG,ECCS,2010,0.03
ARM,ECCS,2010,2.705
ABW,ECCS,2010,1.429
AUS,ECCS,2010,0.605
AUT,ECCS,2010,0.665
AZE,ECCS,2010,2.365
BHS,ECCS,2010,0.229
BHR,ECCS,2010,2.217
BGD,ECCS,2010,1.054
BRB,ECCS,2010,1.343
BLR,ECCS,2010,1.461
BEL,ECCS,2010,0.238
BLZ,ECCS,2010,0.822
BEN,ECCS,2010,1.323
BTN,ECCS,2010,1.253
BOL,ECCS,2010,0.761
BIH,ECCS,2010,0.998
BWA,ECCS,2010,1.389
BRA,ECCS,2010,1.133
VGB,ECCS,2010,1.212
BRN,ECCS,2010,0.921
BGR,ECCS,2010,1.309
BFA,ECCS,2010,1.275
KHM,ECCS,2010,1.156
CMR,ECCS,2010,1.162
CAN,ECCS,2010,2.934
CYM,ECCS,2010,0.521
CAF,ECCS,2010,0.967
TCD,ECCS,2010,1.293
CHL,ECCS,2010,-0.191
HKG,ECCS,2010,0.49
MAC,ECCS,2010,0.49
CHN,ECCS,2010,0.958
COL,ECCS,2010,1.142
COM,ECCS,2010,0.853
COD,ECCS,2010,1.291
COG,ECCS,2010,1.292
COK,ECCS,2010,1.214
CRI,ECCS,2010,0.727
HRV,ECCS,2010,0.873
CUB,ECCS,2010,0.591
CYP,ECCS,2010,2.027
CZE,ECCS,2010,0.412
DNK,ECCS,2010,-0.196
DJI,ECCS,2010,1.138
DMA,ECCS,2010,1.377
DOM,ECCS,2010,1.06
ECU,ECCS,2010,0.911
EGY,ECCS,2010,2.299
SLV,ECCS,2010,0.575
GNQ,ECCS,2010,0.947
ERI,ECCS,2010,1.629
EST,ECCS,2010,0.514
SWZ,ECCS,2010,1.288
ETH,ECCS,2010,1.272
FRO,ECCS,2010,0.318
FJI,ECCS,2010,0.656
FIN,ECCS,2010,0.236
FRA,ECCS,2010,0.403
PYF,ECCS,2010,0.608
GAB,ECCS,2010,1.127
GMB,ECCS,2010,1.251
GEO,ECCS,2010,2.402
DEU,ECCS,2010,0.196
GHA,ECCS,2010,1.245
GIB,ECCS,2010,1.244
GRC,ECCS,2010,1.567
GRL,ECCS,2010,3.231
GRD,ECCS,2010,1.394
GLP,ECCS,2010,1.336
GTM,ECCS,2010,0.778
GUF,ECCS,2010,1.778
GIN,ECCS,2010,1.331
GNB,ECCS,2010,1.192
GUY,ECCS,2010,1.467
HTI,ECCS,2010,1.02
VAT,ECCS,2010,0.755
HND,ECCS,2010,0.75
HUN,ECCS,2010,0.81
ISL,ECCS,2010,1.18
IND,ECCS,2010,1.134
IDN,ECCS,2010,0.742
IRN,ECCS,2010,2.191
IRQ,ECCS,2010,2.686
IRL,ECCS,2010,-0.122
IMN,ECCS,2010,-0.137
ISR,ECCS,2010,2.299
ITA,ECCS,2010,0.788
JAM,ECCS,2010,1.319
JPN,ECCS,2010,0.909
JOR,ECCS,2010,2.604
KAZ,ECCS,2010,1.285
KEN,ECCS,2010,1.21
KIR,ECCS,2010,0.486
PRK,ECCS,2010,0.373
KOR,ECCS,2010,0.52
KWT,ECCS,2010,2.528
KGZ,ECCS,2010,1.329
LAO,ECCS,2010,1.248
LVA,ECCS,2010,0.669
LBN,ECCS,2010,2.318
LSO,ECCS,2010,1.301
LBR,ECCS,2010,1.349
LBY,ECCS,2010,1.966
LIE,ECCS,2010,0.507
LTU,ECCS,2010,0.743
LUX,ECCS,2010,0.333
MDG,ECCS,2010,0.92
MWI,ECCS,2010,1.21
MYS,ECCS,2010,0.908
MDV,ECCS,2010,0.785
MLI,ECCS,2010,1.655
MLT,ECCS,2010,1.347
MHL,ECCS,2010,0.493
MTQ,ECCS,2010,1.366
MRT,ECCS,2010,1.846
MUS,ECCS,2010,0.706
MYT,ECCS,2010,0.841
MEX,ECCS,2010,0.296
FSM,ECCS,2010,0.6
MDA,ECCS,2010,1.292
MCO,ECCS,2010,0.512
MNG,ECCS,2010,0.317
MNE,ECCS,2010,1.209
MSR,ECCS,2010,1.377
MAR,ECCS,2010,2.09
MOZ,ECCS,2010,1.106
MMR,ECCS,2010,1.182
NPL,ECCS,2010,1.137
NLD,ECCS,2010,0.111
NCL,ECCS,2010,0.878
NZL,ECCS,2010,0.556
NIC,ECCS,2010,0.671
NER,ECCS,2010,1.679
NGA,ECCS,2010,1.512
NFK,ECCS,2010,0.86
MKD,ECCS,2010,1.363
NOR,ECCS,2010,-0.337
OMN,ECCS,2010,1.54
PAK,ECCS,2010,1.219
PLW,ECCS,2010,0.485
PAN,ECCS,2010,0.854
PNG,ECCS,2010,0.909
PRY,ECCS,2010,0.452
PER,ECCS,2010,1.107
PHL,ECCS,2010,1.018
PCN,ECCS,2010,-0.145
POL,ECCS,2010,0.404
PRT,ECCS,2010,1.009
PRI,ECCS,2010,1.181
QAT,ECCS,2010,2.06
ROU,ECCS,2010,1.151
RUS,ECCS,2010,0.864
SPM,ECCS,2010,1.336
WSM,ECCS,2010,0.971
SMR,ECCS,2010,0.702
STP,ECCS,2010,1.034
SAU,ECCS,2010,2.154
SEN,ECCS,2010,1.45
SRB,ECCS,2010,1.171
SYC,ECCS,2010,0.823
SLE,ECCS,2010,1.327
SGP,ECCS,2010,0.6
SVK,ECCS,2010,0.682
SVN,ECCS,2010,0.801
SLB,ECCS,2010,0.62
SOM,ECCS,2010,1.352
ZAF,ECCS,2010,1.157
ESP,ECCS,2010,0.85
LKA,ECCS,2010,1.008
KNA,ECCS,2010,1.377
LCA,ECCS,2010,1.371
VCT,ECCS,2010,1.395
SUR,ECCS,2010,2.175
SJM,ECCS,2010,2.271
SWE,ECCS,2010,-0.285
CHE,ECCS,2010,0.483
SYR,ECCS,2010,2.456
TWN,ECCS,2010,0.56
TJK,ECCS,2010,1.333
TZA,ECCS,2010,1.102
THA,ECCS,2010,1.177
TLS,ECCS,2010,0.693
TGO,ECCS,2010,1.342
TON,ECCS,2010,0.981
TTO,ECCS,2010,1.399
TUN,ECCS,2010,1.859
TKM,ECCS,2010,1.978
TUV,ECCS,2010,0.94
UGA,ECCS,2010,1.284
UKR,ECCS,2010,1.631
ARE,ECCS,2010,1.514
GBR,ECCS,2010,-0.065
USA,ECCS,2010,0.701
VIR,ECCS,2010,1.209
URY,ECCS,2010,0.29
UZB,ECCS,2010,1.787
VUT,ECCS,2010,0.792
VEN,ECCS,2010,1.268
VNM,ECCS,2010,1.154
WLF,ECCS,2010,0.815
PSE,ECCS,2010,2.299
ESH,ECCS,2010,2.06
ZMB,ECCS,2010,1.441
ZWE,ECCS,2010,1.052
AFG,ECCS,2011,1.455
ALB,ECCS,2011,1.136
DZA,ECCS,2011,1.407
ASM,ECCS,2011,0.704
AND,ECCS,2011,1.655
AGO,ECCS,2011,0.819
AIA,ECCS,2011,0.592
ATG,ECCS,2011,0.654
ARG,ECCS,2011,0.255
ARM,ECCS,2011,0.673
ABW,ECCS,2011,0.555
AUS,ECCS,2011,0.14
AUT,ECCS,2011,1.379
AZE,ECCS,2011,0.796
BHS,ECCS,2011,0.389
BHR,ECCS,2011,1.362
BGD,ECCS,2011,0.382
BRB,ECCS,2011,0.913
BLR,ECCS,2011,1.027
BEL,ECCS,2011,1.294
BLZ,ECCS,2011,0.699
BEN,ECCS,2011,1.045
BTN,ECCS,2011,0.551
BOL,ECCS,2011,1.208
BIH,ECCS,2011,1.167
BWA,ECCS,2011,0.317
BRA,ECCS,2011,0.806
VGB,ECCS,2011,0.53
BRN,ECCS,2011,0.575
BGR,ECCS,2011,0.369
BFA,ECCS,2011,1.012
CPV,ECCS,2011,1.453
KHM,ECCS,2011,0.417
CMR,ECCS,2011,0.572
CAN,ECCS,2011,1.463
CYM,ECCS,2011,0.207
CAF,ECCS,2011,0.499
TCD,ECCS,2011,0.954
CHL,ECCS,2011,0.022
HKG,ECCS,2011,0.393
MAC,ECCS,2011,0.393
CHN,ECCS,2011,0.786
COL,ECCS,2011,0.591
COM,ECCS,2011,0.489
COD,ECCS,2011,0.736
COG,ECCS,2011,0.64
COK,ECCS,2011,1.085
CRI,ECCS,2011,0.252
HRV,ECCS,2011,1.275
CUB,ECCS,2011,0.581
CYP,ECCS,2011,0.719
CZE,ECCS,2011,1.041
DNK,ECCS,2011,0.678
DJI,ECCS,2011,1.009
DMA,ECCS,2011,0.653
DOM,ECCS,2011,0.461
ECU,ECCS,2011,0.844
EGY,ECCS,2011,0.598
SLV,ECCS,2011,0.56
GNQ,ECCS,2011,0.607
ERI,ECCS,2011,1.506
EST,ECCS,2011,1.272
SWZ,ECCS,2011,0.693
ETH,ECCS,2011,1.101
FRO,ECCS,2011,1.116
FJI,ECCS,2011,0.652
FIN,ECCS,2011,1.344
FRA,ECCS,2011,1.54
PYF,ECCS,2011,0.073
GAB,ECCS,2011,0.586
GMB,ECCS,2011,1.004
GEO,ECCS,2011,0.408
DEU,ECCS,2011,1.121
GHA,ECCS,2011,0.872
GIB,ECCS,2011,1.574
GRC,ECCS,2011,0.388
GRL,ECCS,2011,1.618
GRD,ECCS,2011,0.873
GLP,ECCS,2011,0.623
GTM,ECCS,2011,0.516
GUF,ECCS,2011,1.345
GIN,ECCS,2011,1.07
GNB,ECCS,2011,1.024
GUY,ECCS,2011,1.095
HTI,ECCS,2011,0.539
VAT,ECCS,2011,1.024
HND,ECCS,2011,0.656
HUN,ECCS,2011,0.896
ISL,ECCS,2011,0.991
IND,ECCS,2011,0.345
IDN,ECCS,2011,0.306
IRN,ECCS,2011,1.318
IRQ,ECCS,2011,0.884
IRL,ECCS,2011,0.54
IMN,ECCS,2011,0.657
ISR,ECCS,2011,0.566
ITA,ECCS,2011,1.27
JAM,ECCS,2011,0.612
JPN,ECCS,2011,0.579
JOR,ECCS,2011,0.519
KAZ,ECCS,2011,0.716
KEN,ECCS,2011,1.098
KIR,ECCS,2011,0.503
PRK,ECCS,2011,0.502
KOR,ECCS,2011,0.325
KWT,ECCS,2011,1.308
KGZ,ECCS,2011,1.177
LAO,ECCS,2011,0.01
LVA,ECCS,2011,1.132
LBN,ECCS,2011,0.625
LSO,ECCS,2011,0.747
LBR,ECCS,2011,1.022
LBY,ECCS,2011,0.821
LIE,ECCS,2011,1.676
LTU,ECCS,2011,0.942
LUX,ECCS,2011,1.35
MDG,ECCS,2011,0.832
MWI,ECCS,2011,0.98
MYS,ECCS,2011,0.545
MDV,ECCS,2011,0.639
MLI,ECCS,2011,1.227
MLT,ECCS,2011,1.028
MHL,ECCS,2011,0.304
MTQ,ECCS,2011,0.688
MRT,ECCS,2011,1.494
MUS,ECCS,2011,0.414
MYT,ECCS,2011,0.587
MEX,ECCS,2011,1.017
FSM,ECCS,2011,0.466
MDA,ECCS,2011,0.425
MCO,ECCS,2011,1.434
MNG,ECCS,2011,0.774
MNE,ECCS,2011,1.019
MSR,ECCS,2011,0.654
MAR,ECCS,2011,1.771
MOZ,ECCS,2011,0.786
MMR,ECCS,2011,0.486
NPL,ECCS,2011,0.212
NLD,ECCS,2011,1.08
NCL,ECCS,2011,0.673
NZL,ECCS,2011,0.63
NIC,ECCS,2011,0.391
NER,ECCS,2011,1.087
NGA,ECCS,2011,0.951
NFK,ECCS,2011,0.961
MKD,ECCS,2011,0.752
NOR,ECCS,2011,1.394
OMN,ECCS,2011,1.277
PAK,ECCS,2011,0.769
PLW,ECCS,2011,0.452
PAN,ECCS,2011,0.444
PNG,ECCS,2011,0.254
PRY,ECCS,2011,0.735
PER,ECCS,2011,0.886
PHL,ECCS,2011,0.585
POL,ECCS,2011,0.766
PRT,ECCS,2011,1.496
PRI,ECCS,2011,0.53
QAT,ECCS,2011,1.495
ROU,ECCS,2011,0.486
RUS,ECCS,2011,1.686
SPM,ECCS,2011,1.174
WSM,ECCS,2011,0.582
SMR,ECCS,2011,1.273
STP,ECCS,2011,0.719
SAU,ECCS,2011,0.839
SEN,ECCS,2011,1.186
SRB,ECCS,2011,0.751
SYC,ECCS,2011,0.731
SLE,ECCS,2011,0.975
SGP,ECCS,2011,0.379
SVK,ECCS,2011,0.838
SVN,ECCS,2011,1.387
SLB,ECCS,2011,0.298
SOM,ECCS,2011,1.148
ZAF,ECCS,2011,0.474
SSD,ECCS,2011,1.32
ESP,ECCS,2011,1.555
LKA,ECCS,2011,0.663
KNA,ECCS,2011,0.654
LCA,ECCS,2011,0.803
VCT,ECCS,2011,0.882
SDN,ECCS,2011,0.856
SUR,ECCS,2011,1.692
SJM,ECCS,2011,2.105
SWE,ECCS,2011,1.262
CHE,ECCS,2011,1.697
SYR,ECCS,2011,0.628
TWN,ECCS,2011,0.119
TJK,ECCS,2011,1.407
TZA,ECCS,2011,0.802
THA,ECCS,2011,0.132
TLS,ECCS,2011,-0.342
TGO,ECCS,2011,0.963
TON,ECCS,2011,0.606
TTO,ECCS,2011,0.73
TUN,ECCS,2011,1.134
TKM,ECCS,2011,1.182
TUV,ECCS,2011,0.83
UGA,ECCS,2011,0.872
UKR,ECCS,2011,0.567
ARE,ECCS,2011,1.187
GBR,ECCS,2011,0.837
USA,ECCS,2011,0.541
VIR,ECCS,2011,0.532
URY,ECCS,2011,0.473
UZB,ECCS,2011,1.052
VUT,ECCS,2011,0.509
VEN,ECCS,2011,0.674
VNM,ECCS,2011,0.177
WLF,ECCS,2011,0.569
PSE,ECCS,2011,0.567
ESH,ECCS,2011,1.698
ZMB,ECCS,2011,0.972
ZWE,ECCS,2011,0.488
AFG,ECCS,2012,0.267
ALB,ECCS,2012,1.559
DZA,ECCS,2012,1.171
ASM,ECCS,2012,0.734
AND,ECCS,2012,1.242
AGO,ECCS,2012,0.478
AIA,ECCS,2012,0.816
ATG,ECCS,2012,0.751
ARG,ECCS,2012,0.675
ARM,ECCS,2012,1.319
ABW,ECCS,2012,0.79
AUS,ECCS,2012,0.239
AUT,ECCS,2012,1.787
AZE,ECCS,2012,1.5
BHS,ECCS,2012,0.339
BHR,ECCS,2012,1.315
BGD,ECCS,2012,0.541
BRB,ECCS,2012,0.785
BLR,ECCS,2012,1.573
BEL,ECCS,2012,1.143
BLZ,ECCS,2012,0.62
BEN,ECCS,2012,0.69
BTN,ECCS,2012,0.473
BOL,ECCS,2012,0.901
BIH,ECCS,2012,1.805
BWA,ECCS,2012,0.823
BRA,ECCS,2012,1.077
VGB,ECCS,2012,0.881
BRN,ECCS,2012,0.763
BGR,ECCS,2012,1.627
BFA,ECCS,2012,0.504
CPV,ECCS,2012,1.418
KHM,ECCS,2012,0.872
CMR,ECCS,2012,0.401
CAN,ECCS,2012,2.161
CYM,ECCS,2012,0.275
CAF,ECCS,2012,0.203
TCD,ECCS,2012,0.519
CHL,ECCS,2012,0.494
HKG,ECCS,2012,0.546
MAC,ECCS,2012,0.546
CHN,ECCS,2012,0.625
COL,ECCS,2012,0.785
COM,ECCS,2012,0.453
COD,ECCS,2012,0.484
COG,ECCS,2012,0.626
COK,ECCS,2012,0.82
CRI,ECCS,2012,0.332
HRV,ECCS,2012,1.865
CUB,ECCS,2012,0.654
CYP,ECCS,2012,0.944
CZE,ECCS,2012,1.579
DNK,ECCS,2012,1.136
DMA,ECCS,2012,0.751
DOM,ECCS,2012,0.686
ECU,ECCS,2012,0.699
EGY,ECCS,2012,0.92
SLV,ECCS,2012,0.702
GNQ,ECCS,2012,0.582
ERI,ECCS,2012,1.489
EST,ECCS,2012,1.432
SWZ,ECCS,2012,0.68
ETH,ECCS,2012,0.996
FRO,ECCS,2012,0.425
FJI,ECCS,2012,0.367
FIN,ECCS,2012,1.532
FRA,ECCS,2012,1.228
PYF,ECCS,2012,0.575
GAB,ECCS,2012,0.593
GMB,ECCS,2012,0.913
GEO,ECCS,2012,1.235
DEU,ECCS,2012,1.35
GHA,ECCS,2012,0.635
GIB,ECCS,2012,0.871
GRC,ECCS,2012,1.227
GRL,ECCS,2012,1.544
GRD,ECCS,2012,0.735
GLP,ECCS,2012,0.783
GTM,ECCS,2012,0.616
GUF,ECCS,2012,1.319
GIN,ECCS,2012,0.535
GNB,ECCS,2012,0.801
GUY,ECCS,2012,1.183
HTI,ECCS,2012,0.752
VAT,ECCS,2012,1.5
HND,ECCS,2012,0.565
HUN,ECCS,2012,1.738
ISL,ECCS,2012,0.714
IND,ECCS,2012,0.48
IDN,ECCS,2012,0.432
IRN,ECCS,2012,1.087
IRQ,ECCS,2012,1.281
IRL,ECCS,2012,0.691
IMN,ECCS,2012,0.588
ISR,ECCS,2012,1.031
ITA,ECCS,2012,1.567
JAM,ECCS,2012,0.762
JPN,ECCS,2012,0.37
JOR,ECCS,2012,1.102
KAZ,ECCS,2012,1.131
KEN,ECCS,2012,0.981
KIR,ECCS,2012,0.603
PRK,ECCS,2012,0.401
KOR,ECCS,2012,0.407
KWT,ECCS,2012,1.497
KGZ,ECCS,2012,0.25
LAO,ECCS,2012,0.843
LVA,ECCS,2012,1.389
LBN,ECCS,2012,0.999
LSO,ECCS,2012,1.216
LBR,ECCS,2012,0.797
LBY,ECCS,2012,0.795
LIE,ECCS,2012,1.638
LTU,ECCS,2012,1.359
LUX,ECCS,2012,1.276
MDG,ECCS,2012,0.641
MWI,ECCS,2012,0.998
MYS,ECCS,2012,0.704
MDV,ECCS,2012,0.628
MLI,ECCS,2012,0.421
MLT,ECCS,2012,1.524
MHL,ECCS,2012,0.687
MTQ,ECCS,2012,0.755
MRT,ECCS,2012,0.829
MUS,ECCS,2012,0.304
MYT,ECCS,2012,0.512
MEX,ECCS,2012,0.909
FSM,ECCS,2012,0.76
MDA,ECCS,2012,2.003
MCO,ECCS,2012,1.459
MNG,ECCS,2012,0.238
MNE,ECCS,2012,1.681
MSR,ECCS,2012,0.751
MAR,ECCS,2012,1.365
MOZ,ECCS,2012,0.841
MMR,ECCS,2012,0.893
NPL,ECCS,2012,0.411
NLD,ECCS,2012,1.163
NCL,ECCS,2012,0.385
NZL,ECCS,2012,0.073
NIC,ECCS,2012,0.498
NER,ECCS,2012,0.719
NGA,ECCS,2012,0.614
NFK,ECCS,2012,0.491
MKD,ECCS,2012,1.464
NOR,ECCS,2012,1.051
OMN,ECCS,2012,1.208
PAK,ECCS,2012,0.205
PLW,ECCS,2012,0.641
PAN,ECCS,2012,0.47
PNG,ECCS,2012,0.147
PRY,ECCS,2012,0.943
PER,ECCS,2012,0.987
PHL,ECCS,2012,0.879
POL,ECCS,2012,1.381
PRT,ECCS,2012,0.688
PRI,ECCS,2012,0.831
QAT,ECCS,2012,1.439
ROU,ECCS,2012,1.816
RUS,ECCS,2012,1.914
SPM,ECCS,2012,2.004
WSM,ECCS,2012,0.651
SMR,ECCS,2012,1.691
STP,ECCS,2012,0.782
SAU,ECCS,2012,1.232
SEN,ECCS,2012,0.868
SRB,ECCS,2012,1.704
SYC,ECCS,2012,0.703
SLE,ECCS,2012,0.462
SGP,ECCS,2012,0.662
SVK,ECCS,2012,1.574
SVN,ECCS,2012,1.965
SLB,ECCS,2012,0.406
SOM,ECCS,2012,1.015
ZAF,ECCS,2012,0.644
SSD,ECCS,2012,1.006
ESP,ECCS,2012,0.977
LKA,ECCS,2012,0.9
KNA,ECCS,2012,0.751
LCA,ECCS,2012,0.752
VCT,ECCS,2012,0.732
SDN,ECCS,2012,0.982
SUR,ECCS,2012,1.788
SJM,ECCS,2012,3.824
SWE,ECCS,2012,1.306
CHE,ECCS,2012,1.539
SYR,ECCS,2012,1.012
TWN,ECCS,2012,0.409
TJK,ECCS,2012,-0.044
TZA,ECCS,2012,0.891
THA,ECCS,2012,0.79
TLS,ECCS,2012,-0.078
TGO,ECCS,2012,0.664
TON,ECCS,2012,0.698
TTO,ECCS,2012,0.792
TUN,ECCS,2012,1.707
TKM,ECCS,2012,0.874
TUV,ECCS,2012,0.637
UGA,ECCS,2012,0.916
UKR,ECCS,2012,1.943
ARE,ECCS,2012,1.162
GBR,ECCS,2012,0.562
USA,ECCS,2012,1.458
VIR,ECCS,2012,0.876
URY,ECCS,2012,0.875
UZB,ECCS,2012,0.686
VUT,ECCS,2012,0.196
VEN,ECCS,2012,0.667
VNM,ECCS,2012,0.81
WLF,ECCS,2012,0.479
PSE,ECCS,2012,1.035
ESH,ECCS,2012,1.498
ZMB,ECCS,2012,1.021
ZWE,ECCS,2012,0.595
AFG,ECCS,2013,1.385
ALB,ECCS,2013,1.392
DZA,ECCS,2013,1.213
ASM,ECCS,2013,1.026
AND,ECCS,2013,0.812
AGO,ECCS,2013,0.943
AIA,ECCS,2013,0.801
ATG,ECCS,2013,0.762
ARG,ECCS,2013,0.348
ARM,ECCS,2013,1.413
ABW,ECCS,2013,1.252
AUS,ECCS,2013,1.429
AUT,ECCS,2013,1.101
AZE,ECCS,2013,1.6
BHS,ECCS,2013,0.54
BHR,ECCS,2013,1.44
BGD,ECCS,2013,0.516
BRB,ECCS,2013,1.077
BLR,ECCS,2013,1.217
BEL,ECCS,2013,0.479
BLZ,ECCS,2013,0.76
BEN,ECCS,2013,0.961
BTN,ECCS,2013,0.799
BOL,ECCS,2013,0.616
BIH,ECCS,2013,1.372
BWA,ECCS,2013,1.12
BRA,ECCS,2013,0.996
VGB,ECCS,2013,0.84
BRN,ECCS,2013,0.982
BGR,ECCS,2013,1.423
BFA,ECCS,2013,0.864
CPV,ECCS,2013,1.409
KHM,ECCS,2013,0.956
CMR,ECCS,2013,0.712
CAN,ECCS,2013,1.21
CYM,ECCS,2013,0.43
CAF,ECCS,2013,0.59
TCD,ECCS,2013,0.998
CHL,ECCS,2013,0.245
HKG,ECCS,2013,0.825
MAC,ECCS,2013,0.825
CHN,ECCS,2013,1.085
COL,ECCS,2013,0.965
COM,ECCS,2013,0.691
COD,ECCS,2013,1.0
COG,ECCS,2013,0.779
COK,ECCS,2013,1.043
CRI,ECCS,2013,0.648
HRV,ECCS,2013,1.289
CUB,ECCS,2013,0.893
CYP,ECCS,2013,1.21
CZE,ECCS,2013,0.779
DNK,ECCS,2013,0.399
DJI,ECCS,2013,1.343
DMA,ECCS,2013,0.762
DOM,ECCS,2013,0.959
ECU,ECCS,2013,0.481
EGY,ECCS,2013,1.035
SLV,ECCS,2013,0.688
GNQ,ECCS,2013,0.683
ERI,ECCS,2013,1.125
EST,ECCS,2013,1.149
SWZ,ECCS,2013,0.48
ETH,ECCS,2013,1.156
FRO,ECCS,2013,0.661
FJI,ECCS,2013,0.771
FIN,ECCS,2013,1.42
FRA,ECCS,2013,0.728
PYF,ECCS,2013,0.394
GAB,ECCS,2013,0.692
GMB,ECCS,2013,0.998
GEO,ECCS,2013,1.35
DEU,ECCS,2013,0.584
GHA,ECCS,2013,0.897
GIB,ECCS,2013,0.792
GRC,ECCS,2013,1.316
GRL,ECCS,2013,1.41
GRD,ECCS,2013,0.94
GLP,ECCS,2013,0.782
GTM,ECCS,2013,0.712
GUF,ECCS,2013,1.477
GIN,ECCS,2013,0.927
GNB,ECCS,2013,0.868
GUY,ECCS,2013,1.115
HTI,ECCS,2013,1.034
VAT,ECCS,2013,0.875
HND,ECCS,2013,0.84
HUN,ECCS,2013,1.168
ISL,ECCS,2013,0.703
IND,ECCS,2013,0.421
IDN,ECCS,2013,0.76
IRN,ECCS,2013,1.607
IRQ,ECCS,2013,1.256
IRL,ECCS,2013,0.559
IMN,ECCS,2013,0.423
ISR,ECCS,2013,1.111
ITA,ECCS,2013,1.039
JAM,ECCS,2013,1.05
JPN,ECCS,2013,0.6
JOR,ECCS,2013,1.053
